,dt,id,jd,seg_pos,t,track_pos,x,y,z,seg.D_msd,seg.D_msd_intercept,seg.D_msd_r,seg.D_msd_std_err,seg.id,seg.lifetime,seg.loc_count,seg.mjd,seg.mjd_n,seg.mjd_std_err,seg.motion,seg.msd,seg.msd_n,seg.msd_std_err,seg.t_start,seg.track_pos,track.id,track.lifetime,track.loc_count,track.noise,track.seg_count,track.t_start
3401,0,3401,0,0,230,0,47125,24360,5100,0,0,0,0,801,0,1,0,0,0,none,0,0,0,230,0,713,0,1,0,1,230
3402,1,3402,145,14,230,0,13630,32335,5200,-3.633572858e-005,0.01464712343,-0.0878504065,4.526725652e-008,756,17,18,80.29770391,17,19.23526352,immobile,12367.64706,17,3153.143685,216,0,668,17,18,0,1,216
3403,1,3403,0,50,230,3,33060,37990,5200,0.000741991318,0.004041683013,0.9855949196,1.296871841e-009,325,52,53,44.13696025,52,9.827419058,immobile,6873.557692,52,1604.373003,180,3,255,358,359,0,8,96
3404,1,3404,290,6,230,3,12035,36540,7200,0.0001673759951,0.05507957746,0.05294535404,4.98289237e-006,212,10,11,172.352068,10,37.03566548,immobile,42050,10,12922.72815,224,3,166,572,573,0,24,61
3405,1,3405,145,4,230,6,19140,32915,7400,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3406,0,3406,0,0,230,0,16240,41615,10700,0,0,0,0,804,0,1,0,0,0,none,0,0,0,230,0,716,0,1,0,1,230
3407,1,3407,0,231,231,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3408,0,3408,0,0,231,0,35090,580,0,0,0,0,0,809,0,1,0,0,0,none,0,0,0,231,0,721,0,1,0,1,231
3409,0,3409,0,0,231,0,2320,6960,0,0,0,0,0,1796,0,1,0,0,0,none,0,0,0,231,0,1669,0,1,1,1,231
3410,1,3410,0,6,231,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3411,1,3411,324.2298567,21,231,2,4060,32625,500,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3412,1,3412,205.0609665,26,231,1,23635,22620,2000,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3413,1,3413,597.8503157,13,231,2,25230,16095,2400,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3414,0,3414,0,0,231,0,22185,24940,3000,0,0,0,0,808,0,1,0,0,0,none,0,0,0,231,0,720,0,1,0,1,231
3415,0,3415,0,10,231,2,24795,23635,4200,0.000141625842,0.04175387324,0.1023490391,9.473579469e-007,684,10,11,160.435179,10,33.33842185,immobile,35742.5,10,10879.8591,221,2,597,37,38,0,4,196
3416,1,3416,410.1219331,14,231,4,41615,32045,5000,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3417,0,3417,0,0,231,0,47125,24505,5100,0,0,0,0,807,0,1,0,0,0,none,0,0,0,231,0,719,0,1,0,1,231
3418,1,3418,0,15,231,0,13630,32480,5200,-3.633572858e-005,0.01464712343,-0.0878504065,4.526725652e-008,756,17,18,80.29770391,17,19.23526352,immobile,12367.64706,17,3153.143685,216,0,668,17,18,0,1,216
3419,1,3419,0,51,231,3,33060,37990,5300,0.000741991318,0.004041683013,0.9855949196,1.296871841e-009,325,52,53,44.13696025,52,9.827419058,immobile,6873.557692,52,1604.373003,180,3,255,358,359,0,8,96
3420,1,3420,145,7,231,3,12035,36830,7100,0.0001673759951,0.05507957746,0.05294535404,4.98289237e-006,212,10,11,172.352068,10,37.03566548,immobile,42050,10,12922.72815,224,3,166,572,573,0,24,61
3421,1,3421,0,5,231,6,18995,32915,7300,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3422,0,3422,0,0,231,0,16240,41615,10700,0,0,0,0,810,0,1,0,0,0,none,0,0,0,231,0,722,0,1,0,1,231
3423,1,3423,0,232,232,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3424,1,3424,0,7,232,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3425,1,3425,145,22,232,2,4205,32915,700,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3426,1,3426,145,27,232,1,23780,22475,2000,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3427,1,3427,145,14,232,2,24650,15950,2100,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3428,0,3428,0,0,232,0,22185,24940,3000,0,0,0,0,812,0,1,0,0,0,none,0,0,0,232,0,724,0,1,0,1,232
3429,1,3429,725,0,232,3,24650,23635,4200,0.1142663043,0,0,0,685,1,2,725,1,0,diffusion,525625,1,0,232,3,597,37,38,0,4,196
3430,1,3430,0,15,232,4,41905,31755,4900,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3431,0,3431,0,0,232,0,47125,24360,5200,0,0,0,0,811,0,1,0,0,0,none,0,0,0,232,0,723,0,1,0,1,232
3432,0,3432,0,52,232,3,33060,37990,5200,0.000741991318,0.004041683013,0.9855949196,1.296871841e-009,325,52,53,44.13696025,52,9.827419058,immobile,6873.557692,52,1604.373003,180,3,255,358,359,0,8,96
3433,1,3433,0,16,232,0,13630,32480,5300,-3.633572858e-005,0.01464712343,-0.0878504065,4.526725652e-008,756,17,18,80.29770391,17,19.23526352,immobile,12367.64706,17,3153.143685,216,0,668,17,18,0,1,216
3434,1,3434,0,8,232,3,11890,36830,7200,0.0001673759951,0.05507957746,0.05294535404,4.98289237e-006,212,10,11,172.352068,10,37.03566548,immobile,42050,10,12922.72815,224,3,166,572,573,0,24,61
3435,1,3435,0,6,232,6,18995,32915,7300,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3436,1,3436,0,233,233,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3437,1,3437,0,8,233,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3438,1,3438,290,23,233,2,4205,32770,1000,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3439,1,3439,0,28,233,1,23635,22475,1900,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3440,1,3440,522.8049349,15,233,2,24650,16095,2200,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3441,0,3441,0,0,233,0,22040,24940,3000,0,0,0,0,814,0,1,0,0,0,none,0,0,0,233,0,726,0,1,0,1,233
3442,0,3442,0,1,233,3,25085,23055,4200,0.1142663043,0,0,0,685,1,2,725,1,0,diffusion,525625,1,0,232,3,597,37,38,0,4,196
3443,0,3443,0,0,233,0,47125,24505,5200,0,0,0,0,813,0,1,0,0,0,none,0,0,0,233,0,725,0,1,0,1,233
3444,1,3444,324.2298567,16,233,4,41905,31755,5200,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3445,0,3445,0,17,233,0,13630,32480,5200,-3.633572858e-005,0.01464712343,-0.0878504065,4.526725652e-008,756,17,18,80.29770391,17,19.23526352,immobile,12367.64706,17,3153.143685,216,0,668,17,18,0,1,216
3446,1,3446,145,0,233,4,33060,37990,5300,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3447,1,3447,145,9,233,3,11890,36830,7200,0.0001673759951,0.05507957746,0.05294535404,4.98289237e-006,212,10,11,172.352068,10,37.03566548,immobile,42050,10,12922.72815,224,3,166,572,573,0,24,61
3448,1,3448,145,7,233,6,18995,32915,7300,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3449,1,3449,0,234,234,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3450,1,3450,0,9,234,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3451,1,3451,290,24,234,2,4205,32480,1000,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3452,0,3452,0,0,234,0,19285,16675,1300,0,0,0,0,816,0,1,0,0,0,none,0,0,0,234,0,728,0,1,0,1,234
3453,1,3453,324.2298567,16,234,2,24360,15660,1400,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3454,0,3454,0,0,234,0,19285,16530,1700,0,0,0,0,818,0,1,0,0,0,none,0,0,0,234,0,730,0,1,0,1,234
3455,1,3455,0,29,234,1,23635,22475,1900,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3456,0,3456,0,0,234,0,22040,24940,3000,0,0,0,0,815,0,1,0,0,0,none,0,0,0,234,0,727,0,1,0,1,234
3457,0,3457,0,0,234,0,47125,24360,5200,0,0,0,0,817,0,1,0,0,0,none,0,0,0,234,0,729,0,1,0,1,234
3458,1,3458,145,17,234,4,41760,31465,5300,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3459,1,3459,0,1,234,4,32915,37990,5300,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3460,0,3460,0,10,234,3,11890,36685,7200,0.0001673759951,0.05507957746,0.05294535404,4.98289237e-006,212,10,11,172.352068,10,37.03566548,immobile,42050,10,12922.72815,224,3,166,572,573,0,24,61
3461,1,3461,205.0609665,8,234,6,18995,32770,7400,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3462,1,3462,0,235,235,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3463,1,3463,0,10,235,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3464,1,3464,145,25,235,2,4205,32770,800,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3465,1,3465,580,17,235,2,24070,15805,1400,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3466,1,3466,0,30,235,1,23635,22475,2100,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3467,0,3467,0,0,235,0,22185,24795,3100,0,0,0,0,820,0,1,0,0,0,none,0,0,0,235,0,732,0,1,0,1,235
3468,1,3468,290,18,235,4,41905,31465,5200,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3469,0,3469,0,0,235,0,47125,24360,5300,0,0,0,0,821,0,1,0,0,0,none,0,0,0,235,0,733,0,1,0,1,235
3470,1,3470,145,0,235,0,13485,32480,5300,0.001487071341,0.007403169014,0.933774841,1.623970705e-007,819,10,11,107.5060967,10,24.18089049,immobile,16820,10,4205,235,0,731,10,11,0,1,235
3471,1,3471,0,2,235,4,32915,37990,5400,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3472,1,3472,145,0,235,4,11745,36685,7300,0.0008725790514,0.01796681818,0.5913259031,8.091964191e-007,213,9,10,93.90243701,9,30.6902063,immobile,16352.77778,9,5840.277778,235,4,166,572,573,0,24,61
3473,1,3473,0,9,235,6,18850,32625,7400,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3474,1,3474,0,236,236,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3475,1,3475,0,11,236,5,24940,17545,100,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3476,1,3476,145,26,236,2,4205,32625,600,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3477,1,3477,725,18,236,2,24650,15805,1300,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3478,1,3478,0,31,236,1,23635,22475,2100,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3479,0,3479,0,0,236,0,22040,24795,3200,0,0,0,0,822,0,1,0,0,0,none,0,0,0,236,0,734,0,1,0,1,236
3480,1,3480,0,19,236,4,41905,31755,5100,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3481,0,3481,0,0,236,0,47125,24360,5200,0,0,0,0,823,0,1,0,0,0,none,0,0,0,236,0,735,0,1,0,1,236
3482,1,3482,0,1,236,0,13485,32335,5300,0.001487071341,0.007403169014,0.933774841,1.623970705e-007,819,10,11,107.5060967,10,24.18089049,immobile,16820,10,4205,235,0,731,10,11,0,1,235
3483,1,3483,0,3,236,4,32915,37990,5400,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3484,1,3484,0,10,236,6,18850,32625,7300,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3485,1,3485,0,1,236,4,11745,36540,7300,0.0008725790514,0.01796681818,0.5913259031,8.091964191e-007,213,9,10,93.90243701,9,30.6902063,immobile,16352.77778,9,5840.277778,235,4,166,572,573,0,24,61
3486,1,3486,0,237,237,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3487,1,3487,0,12,237,5,24940,17545,100,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3488,1,3488,205.0609665,27,237,2,4060,32625,700,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3489,1,3489,324.2298567,19,237,2,24070,16240,1200,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3490,1,3490,145,32,237,1,23635,22475,2200,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3491,0,3491,0,0,237,0,22040,24795,3100,0,0,0,0,824,0,1,0,0,0,none,0,0,0,237,0,736,0,1,0,1,237
3492,0,3492,0,20,237,4,41905,31755,5000,0.002838897743,0.0449478739,0.9541843578,1.76117175e-007,372,20,21,201.3997201,20,26.20958315,immobile,53613.75,20,10285.97721,217,4,294,132,133,0,5,105
3493,0,3493,0,0,237,0,47125,24505,5200,0,0,0,0,825,0,1,0,0,0,none,0,0,0,237,0,737,0,1,0,1,237
3494,1,3494,145,2,237,0,13485,32335,5300,0.001487071341,0.007403169014,0.933774841,1.623970705e-007,819,10,11,107.5060967,10,24.18089049,immobile,16820,10,4205,235,0,731,10,11,0,1,235
3495,1,3495,0,4,237,4,32915,37990,5500,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3496,1,3496,205.0609665,2,237,4,11745,36540,7300,0.0008725790514,0.01796681818,0.5913259031,8.091964191e-007,213,9,10,93.90243701,9,30.6902063,immobile,16352.77778,9,5840.277778,235,4,166,572,573,0,24,61
3497,1,3497,145,11,237,6,18850,32625,7400,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3498,1,3498,0,238,238,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3499,1,3499,0,13,238,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3500,0,3500,0,28,238,2,4205,32770,800,0.001935843981,0.05392717546,0.9008359813,1.339166764e-007,1664,28,29,214.9139307,28,20.75496585,immobile,57818.75,28,8760.416667,210,2,1539,69,70,0,5,184
3501,1,3501,324.2298567,20,238,2,24215,15950,1100,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3502,1,3502,0,33,238,1,23635,22620,2100,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3503,0,3503,0,0,238,0,22040,24795,3100,0,0,0,0,826,0,1,0,0,0,none,0,0,0,238,0,738,0,1,0,1,238
3504,0,3504,0,0,238,0,47125,24505,5200,0,0,0,0,827,0,1,0,0,0,none,0,0,0,238,0,739,0,1,0,1,238
3505,1,3505,145,3,238,0,13485,32480,5200,0.001487071341,0.007403169014,0.933774841,1.623970705e-007,819,10,11,107.5060967,10,24.18089049,immobile,16820,10,4205,235,0,731,10,11,0,1,235
3506,1,3506,0,5,238,4,32915,37990,5500,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3507,1,3507,145,3,238,4,11600,36685,7400,0.0008725790514,0.01796681818,0.5913259031,8.091964191e-007,213,9,10,93.90243701,9,30.6902063,immobile,16352.77778,9,5840.277778,235,4,166,572,573,0,24,61
3508,1,3508,0,12,238,6,18850,32770,7500,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3509,1,3509,0,239,239,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3510,1,3510,0,14,239,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3511,1,3511,205.0609665,0,239,3,4205,33060,800,-0.0009972332016,0.04587272727,-0.3725223321,8.228965896e-006,1665,5,6,187.8825513,5,52.33341888,immobile,46255,5,16820,239,3,1539,69,70,0,5,184
3512,1,3512,410.1219331,21,239,2,24505,16095,1100,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3513,1,3513,145,34,239,1,23635,22620,2000,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3514,0,3514,0,0,239,0,22040,24940,3000,0,0,0,0,829,0,1,0,0,0,none,0,0,0,239,0,741,0,1,0,1,239
3515,1,3515,145,4,239,0,13485,32335,5100,0.001487071341,0.007403169014,0.933774841,1.623970705e-007,819,10,11,107.5060967,10,24.18089049,immobile,16820,10,4205,235,0,731,10,11,0,1,235
3516,0,3516,0,0,239,0,47125,24505,5200,0,0,0,0,828,0,1,0,0,0,none,0,0,0,239,0,740,0,1,0,1,239
3517,1,3517,290,0,239,0,41760,31900,5200,0.001527266702,0.03230670732,0.6603038621,2.011541607e-006,830,8,9,182.4189737,8,35.40241724,immobile,42050,8,12564.84076,239,0,742,13,14,0,2,239
3518,1,3518,0,6,239,4,32915,37990,5400,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3519,1,3519,205.0609665,4,239,4,11455,36685,7400,0.0008725790514,0.01796681818,0.5913259031,8.091964191e-007,213,9,10,93.90243701,9,30.6902063,immobile,16352.77778,9,5840.277778,235,4,166,572,573,0,24,61
3520,1,3520,205.0609665,13,239,6,18850,32770,7500,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3521,1,3521,0,240,240,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3522,1,3522,0,15,240,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3523,1,3523,205.0609665,1,240,3,4350,33205,900,-0.0009972332016,0.04587272727,-0.3725223321,8.228965896e-006,1665,5,6,187.8825513,5,52.33341888,immobile,46255,5,16820,239,3,1539,69,70,0,5,184
3524,1,3524,290,22,240,2,24795,15805,1400,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3525,1,3525,0,35,240,1,23635,22475,2200,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3526,0,3526,0,0,240,0,22040,24940,3000,0,0,0,0,832,0,1,0,0,0,none,0,0,0,240,0,743,0,1,0,1,240
3527,1,3527,205.0609665,1,240,0,41470,31900,4900,0.001527266702,0.03230670732,0.6603038621,2.011541607e-006,830,8,9,182.4189737,8,35.40241724,immobile,42050,8,12564.84076,239,0,742,13,14,0,2,239
3528,0,3528,0,0,240,0,46980,24505,5200,0,0,0,0,834,0,1,0,0,0,none,0,0,0,240,0,745,0,1,0,1,240
3529,1,3529,145,5,240,0,13485,32480,5200,0.001487071341,0.007403169014,0.933774841,1.623970705e-007,819,10,11,107.5060967,10,24.18089049,immobile,16820,10,4205,235,0,731,10,11,0,1,235
3530,1,3530,0,7,240,4,32915,37990,5400,0.0006127185679,0.003240405912,0.9990292811,3.791818759e-011,326,79,80,42.21518987,79,7.458500808,immobile,6121.202532,79,1081.482617,233,4,255,358,359,0,8,96
3531,1,3531,145,14,240,6,18995,32915,7400,0.001581886722,0.006064987575,0.9994597748,1.568622742e-010,9,71,72,75.82681098,71,10.40329547,immobile,13325.70423,71,2394.785004,226,6,3,297,298,0,7,0
3532,1,3532,0,5,240,4,11600,36540,7400,0.0008725790514,0.01796681818,0.5913259031,8.091964191e-007,213,9,10,93.90243701,9,30.6902063,immobile,16352.77778,9,5840.277778,235,4,166,572,573,0,24,61
3533,0,3533,0,0,240,0,16240,41470,10400,0,0,0,0,833,0,1,0,0,0,none,0,0,0,240,0,744,0,1,0,1,240
3534,1,3534,0,241,241,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
3535,1,3535,0,16,241,5,24940,17545,0,0.0005351404147,0.004160106762,0.9850308193,9.481115015e-010,29,39,40,46.1554094,39,11.32999224,immobile,7008.333333,39,1783.718286,225,5,12,562,563,0,11,0
3536,1,3536,324.2298567,2,241,3,4205,33060,900,-0.0009972332016,0.04587272727,-0.3725223321,8.228965896e-006,1665,5,6,187.8825513,5,52.33341888,immobile,46255,5,16820,239,3,1539,69,70,0,5,184
3537,1,3537,324.2298567,23,241,2,24795,16095,1500,0.0102008513,0.08151739096,0.9866355395,2.910880245e-007,615,41,42,304.3044963,41,28.51454182,diffusion,125124.3902,41,21915.73506,218,2,534,82,83,0,3,177
3538,1,3538,145,36,241,1,23635,22475,2200,0.001152247787,0.00815927236,0.9945071058,1.336965261e-009,670,46,47,80.87486666,46,11.79178813,immobile,12797.82609,46,2012.010109,205,1,585,58,59,0,2,193
3539,0,3539,0,0,241,0,22040,24940,2900,0,0,0,0,837,0,1,0,0,0,none,0,0,0,241,0,748,0,1,0,1,241
3540,0,3540,0,0,241,0,46980,24360,4900,0,0,0,0,835,0,1,0,0,0,none,0,0,0,241,0,746,0,1,0,1,241
3541,1,3541,324.2298567,2,241,0,41615,32045,5000,0.001527266702,0.03230670732,0.6603038621,2.011541607e-006,830,8,9,182.4189737,8,35.40241724,immobile,42050,8,12564.84076,239,0,742,13,14,0,2,239
