,dt,id,jd,seg_pos,t,track_pos,x,y,z,seg.D_msd,seg.D_msd_intercept,seg.D_msd_r,seg.D_msd_std_err,seg.id,seg.lifetime,seg.loc_count,seg.mjd,seg.mjd_n,seg.mjd_std_err,seg.motion,seg.msd,seg.msd_n,seg.msd_std_err,seg.t_start,seg.track_pos,track.id,track.lifetime,track.loc_count,track.noise,track.seg_count,track.t_start
365,1,365,0,1,21,1,18415,33495,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
366,0,366,0,0,21,0,32625,36830,9400,0,0,0,0,1687,0,1,0,0,0,none,0,0,0,21,0,1560,0,1,1,1,21
367,0,367,0,0,21,0,16385,41905,10500,0,0,0,0,112,0,1,0,0,0,none,0,0,0,21,0,75,0,1,0,1,21
368,1,368,0,22,22,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
369,1,369,205.0609665,22,22,0,24940,16965,400,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
370,1,370,145,2,22,0,24505,18995,900,0.03016630435,-0.063075,0.8998141072,0.0008556896786,107,3,4,222.601645,3,155.828711,diffusion,98116.66667,3,87814.16497,20,0,70,3,4,0,1,20
371,1,371,725,22,22,0,5220,29580,1000,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
372,1,372,145,22,22,0,26100,26535,1600,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
373,1,373,145,2,22,1,25520,15370,1900,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
374,1,374,0,22,22,0,21460,24940,3100,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
375,1,375,0,22,22,0,24940,20155,3300,0.001130338481,0.003952311248,0.9968625379,1.288822528e-009,49,27,28,55.00677406,27,15.58931988,immobile,9344.444444,27,2824.220619,0,0,20,185,186,0,9,0
376,0,376,0,0,22,0,37700,8265,3800,0,0,0,0,113,0,1,0,0,0,none,0,0,0,22,0,76,0,1,0,1,22
377,0,377,0,0,22,0,31610,12760,4500,0,0,0,0,1691,0,1,0,0,0,none,0,0,0,22,0,1564,0,1,1,1,22
378,0,378,0,0,22,0,31610,12760,4700,0,0,0,0,1690,0,1,0,0,0,none,0,0,0,22,0,1563,0,1,1,1,22
379,1,379,290,22,22,0,41905,32190,5000,0.003416368828,0.02084682203,0.9938640802,2.312973808e-008,17,27,28,158.693244,27,19.47199267,immobile,35041.66667,27,7185.787576,0,0,11,105,106,0,7,0
380,1,380,597.8503157,11,22,0,6815,37410,5100,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
381,1,381,145,15,22,1,32915,38570,5300,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
382,1,382,0,2,22,1,18415,33495,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
383,0,383,0,0,22,0,16385,42050,10500,0,0,0,0,114,0,1,0,0,0,none,0,0,0,22,0,77,0,1,0,1,22
384,0,384,0,0,22,0,31465,35670,10700,0,0,0,0,1689,0,1,0,0,0,none,0,0,0,22,0,1562,0,1,1,1,22
385,1,385,0,23,23,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
386,1,386,145,23,23,0,24795,17110,400,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
387,0,387,0,3,23,0,24505,19140,900,0.03016630435,-0.063075,0.8998141072,0.0008556896786,107,3,4,222.601645,3,155.828711,diffusion,98116.66667,3,87814.16497,20,0,70,3,4,0,1,20
388,1,388,615.1828996,23,23,0,5945,29580,1200,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
389,1,389,145,23,23,0,26100,26680,1600,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
390,0,390,0,0,23,0,39440,33495,1900,0,0,0,0,1694,0,1,0,0,0,none,0,0,0,23,0,1567,0,1,1,1,23
391,1,391,145,3,23,1,25520,15515,2000,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
392,0,392,0,0,23,0,39585,33495,2500,0,0,0,0,1695,0,1,0,0,0,none,0,0,0,23,0,1568,0,1,1,1,23
393,0,393,0,0,23,0,39585,33495,2800,0,0,0,0,1693,0,1,0,0,0,none,0,0,0,23,0,1566,0,1,1,1,23
394,1,394,0,23,23,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
395,1,395,0,23,23,0,24940,20155,3200,0.001130338481,0.003952311248,0.9968625379,1.288822528e-009,49,27,28,55.00677406,27,15.58931988,immobile,9344.444444,27,2824.220619,0,0,20,185,186,0,9,0
396,0,396,0,0,23,0,37700,8265,3700,0,0,0,0,115,0,1,0,0,0,none,0,0,0,23,0,78,0,1,0,1,23
397,1,397,145,23,23,0,41615,32190,4800,0.003416368828,0.02084682203,0.9938640802,2.312973808e-008,17,27,28,158.693244,27,19.47199267,immobile,35041.66667,27,7185.787576,0,0,11,105,106,0,7,0
398,1,398,0,16,23,1,32915,38715,5200,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
399,1,399,324.2298567,12,23,0,7395,37265,5300,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
400,1,400,145,3,23,1,18415,33495,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
401,0,401,0,0,23,0,31175,34220,10100,0,0,0,0,1692,0,1,0,0,0,none,0,0,0,23,0,1565,0,1,1,1,23
402,0,402,0,0,23,0,11890,48285,10900,0,0,0,0,116,0,1,0,0,0,none,0,0,0,23,0,79,0,1,0,1,23
403,1,403,0,24,24,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
404,1,404,0,24,24,0,24940,17110,400,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
405,1,405,145,24,24,0,5510,30015,1200,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
406,1,406,0,24,24,0,26100,26535,1600,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
407,0,407,0,0,24,0,24215,20155,1700,0,0,0,0,1697,0,1,0,0,0,none,0,0,0,24,0,1570,0,1,1,1,24
408,1,408,205.0609665,4,24,1,25520,15370,2000,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
409,1,409,0,24,24,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
410,1,410,0,24,24,0,24940,20155,3300,0.001130338481,0.003952311248,0.9968625379,1.288822528e-009,49,27,28,55.00677406,27,15.58931988,immobile,9344.444444,27,2824.220619,0,0,20,185,186,0,9,0
411,0,411,0,0,24,0,37555,8120,3500,0,0,0,0,121,0,1,0,0,0,none,0,0,0,24,0,84,0,1,0,1,24
412,1,412,145,0,24,0,31610,12760,4600,-0.001371195652,0.021025,-0.9486832981,8.356344518e-007,120,3,4,96.66666667,3,48.33333333,immobile,14016.66667,3,7008.333333,24,0,83,3,4,0,1,24
413,1,413,145,24,24,0,41760,32190,4900,0.003416368828,0.02084682203,0.9938640802,2.312973808e-008,17,27,28,158.693244,27,19.47199267,immobile,35041.66667,27,7185.787576,0,0,11,105,106,0,7,0
414,1,414,145,17,24,1,32915,38715,5200,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
415,1,415,205.0609665,13,24,0,7250,36975,5300,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
416,1,416,145,0,24,0,17545,34800,6100,-0.004570652174,0.0841,-1,0,118,2,3,234.6149284,2,89.61492837,immobile,63075,2,42050,24,0,81,2,3,0,1,24
417,1,417,0,4,24,1,18415,33640,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
418,0,418,0,0,24,0,32045,35090,8800,0,0,0,0,1696,0,1,0,0,0,none,0,0,0,24,0,1569,0,1,1,1,24
419,0,419,0,0,24,0,16385,42050,10500,0,0,0,0,117,0,1,0,0,0,none,0,0,0,24,0,80,0,1,0,1,24
420,0,420,0,0,24,0,10730,47850,11500,0,0,0,0,119,0,1,0,0,0,none,0,0,0,24,0,82,0,1,0,1,24
421,1,421,0,25,25,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
422,1,422,0,25,25,0,24940,17110,300,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
423,1,423,205.0609665,25,25,0,5365,30015,1200,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
424,1,424,205.0609665,25,25,0,26100,26535,1500,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
425,1,425,0,5,25,1,25375,15515,2100,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
426,1,426,0,25,25,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
427,1,427,205.0609665,25,25,0,24940,20155,3400,0.001130338481,0.003952311248,0.9968625379,1.288822528e-009,49,27,28,55.00677406,27,15.58931988,immobile,9344.444444,27,2824.220619,0,0,20,185,186,0,9,0
428,1,428,145,1,25,0,31610,12615,4700,-0.001371195652,0.021025,-0.9486832981,8.356344518e-007,120,3,4,96.66666667,3,48.33333333,immobile,14016.66667,3,7008.333333,24,0,83,3,4,0,1,24
429,1,429,0,25,25,0,41615,32190,5000,0.003416368828,0.02084682203,0.9938640802,2.312973808e-008,17,27,28,158.693244,27,19.47199267,immobile,35041.66667,27,7185.787576,0,0,11,105,106,0,7,0
430,1,430,324.2298567,14,25,0,7395,37120,5200,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
431,1,431,0,18,25,1,33060,38715,5200,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
432,0,432,0,0,25,0,46255,23490,5600,0,0,0,0,126,0,1,0,0,0,none,0,0,0,25,0,89,0,1,0,1,25
433,1,433,324.2298567,1,25,0,17545,34945,6200,-0.004570652174,0.0841,-1,0,118,2,3,234.6149284,2,89.61492837,immobile,63075,2,42050,24,0,81,2,3,0,1,24
434,1,434,0,5,25,1,18415,33640,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
435,1,435,725,0,25,0,32625,34365,10300,0.1142663043,0,0,0,127,1,2,725,1,0,diffusion,525625,1,0,25,0,90,1,2,0,1,25
436,0,436,0,0,25,0,16240,42050,10400,0,0,0,0,125,0,1,0,0,0,none,0,0,0,25,0,88,0,1,0,1,25
437,0,437,0,0,25,0,10585,48285,11300,0,0,0,0,122,0,1,0,0,0,none,0,0,0,25,0,85,0,1,0,1,25
438,0,438,0,0,25,0,10585,48285,11500,0,0,0,0,124,0,1,0,0,0,none,0,0,0,25,0,87,0,1,0,1,25
439,0,439,0,0,25,0,10585,48285,11700,0,0,0,0,123,0,1,0,0,0,none,0,0,0,25,0,86,0,1,0,1,25
440,1,440,0,26,26,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
441,1,441,0,26,26,0,24940,17110,400,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
442,1,442,205.0609665,26,26,0,5510,30160,1400,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
443,1,443,145,26,26,0,26245,26680,1900,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
444,1,444,145,6,26,1,25375,15515,2300,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
445,1,445,0,26,26,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
446,1,446,205.0609665,26,26,0,24795,20300,3200,0.001130338481,0.003952311248,0.9968625379,1.288822528e-009,49,27,28,55.00677406,27,15.58931988,immobile,9344.444444,27,2824.220619,0,0,20,185,186,0,9,0
447,1,447,0,2,26,0,31610,12760,4600,-0.001371195652,0.021025,-0.9486832981,8.356344518e-007,120,3,4,96.66666667,3,48.33333333,immobile,14016.66667,3,7008.333333,24,0,83,3,4,0,1,24
448,1,448,145,26,26,0,41615,32190,5100,0.003416368828,0.02084682203,0.9938640802,2.312973808e-008,17,27,28,158.693244,27,19.47199267,immobile,35041.66667,27,7185.787576,0,0,11,105,106,0,7,0
449,1,449,0,19,26,1,33060,38715,5200,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
450,1,450,522.8049349,15,26,0,7105,37265,5300,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
451,0,451,0,0,26,0,17690,34655,5800,0,0,0,0,1698,0,1,0,0,0,none,0,0,0,26,0,1571,0,1,1,1,26
452,0,452,0,2,26,0,17690,34655,6000,-0.004570652174,0.0841,-1,0,118,2,3,234.6149284,2,89.61492837,immobile,63075,2,42050,24,0,81,2,3,0,1,24
453,1,453,0,6,26,1,18415,33640,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
454,0,454,0,1,26,0,32190,34945,10400,0.1142663043,0,0,0,127,1,2,725,1,0,diffusion,525625,1,0,25,0,90,1,2,0,1,25
455,0,455,0,0,26,0,16240,41905,10400,0,0,0,0,128,0,1,0,0,0,none,0,0,0,26,0,91,0,1,0,1,26
456,0,456,0,0,26,0,9860,48720,11900,0,0,0,0,129,0,1,0,0,0,none,0,0,0,26,0,92,0,1,0,1,26
457,1,457,0,27,27,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
458,1,458,0,27,27,0,24940,17110,400,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
459,1,459,324.2298567,27,27,0,5655,30305,1400,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
460,1,460,145,27,27,0,26100,26680,1800,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
461,1,461,145,7,27,1,25520,15515,2300,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
462,1,462,0,27,27,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
463,0,463,0,27,27,0,24940,20155,3300,0.001130338481,0.003952311248,0.9968625379,1.288822528e-009,49,27,28,55.00677406,27,15.58931988,immobile,9344.444444,27,2824.220619,0,0,20,185,186,0,9,0
464,0,464,0,3,27,0,31610,12760,4700,-0.001371195652,0.021025,-0.9486832981,8.356344518e-007,120,3,4,96.66666667,3,48.33333333,immobile,14016.66667,3,7008.333333,24,0,83,3,4,0,1,24
465,0,465,0,27,27,0,41470,32190,5100,0.003416368828,0.02084682203,0.9938640802,2.312973808e-008,17,27,28,158.693244,27,19.47199267,immobile,35041.66667,27,7185.787576,0,0,11,105,106,0,7,0
466,1,466,145,20,27,1,33060,38715,5100,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
467,1,467,522.8049349,16,27,0,7540,36975,5400,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
468,1,468,205.0609665,7,27,1,18415,33640,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
469,0,469,0,0,27,0,31755,34220,9800,0,0,0,0,1699,0,1,0,0,0,none,0,0,0,27,0,1572,0,1,1,1,27
470,0,470,0,0,27,0,10005,48575,12000,0,0,0,0,130,0,1,0,0,0,none,0,0,0,27,0,93,0,1,0,1,27
471,1,471,0,28,28,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
472,1,472,0,28,28,0,24940,17110,400,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
473,1,473,458.5302607,28,28,0,5945,30450,1600,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
474,0,474,0,28,28,0,26245,26680,1700,0.0001088871488,0.02673864123,0.186580367,5.057312823e-008,43,28,29,134.1223845,28,18.3013143,immobile,27032.14286,28,6653.712347,0,0,16,28,29,0,1,0
475,1,475,205.0609665,8,28,1,25375,15515,2300,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
476,1,476,0,28,28,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
477,1,477,205.0609665,0,28,1,24795,20445,3200,0.0006813769072,0.01123367414,0.9805112066,3.924084434e-009,50,21,22,91.43728093,21,18.24428787,immobile,15017.85714,21,3290.247649,28,1,20,185,186,0,9,0
478,1,478,145,21,28,1,33205,38715,5100,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
479,1,479,290,17,28,0,7105,37265,5200,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
480,1,480,580,0,28,1,41760,32190,5300,0.00661541762,0.07137434211,0.9960369074,3.489526139e-007,18,6,7,245.5883768,6,90.8924447,immobile,101620.8333,6,56784.80189,28,1,11,105,106,0,7,0
481,1,481,145,8,28,1,18270,33785,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
482,1,482,0,0,28,0,29290,28565,9800,0.01279782609,0.180815,0.7601420875,0.0002393396342,132,4,5,434.663458,4,162.4155455,diffusion,268068.75,4,127421.1563,28,0,95,4,5,0,1,28
483,1,483,324.2298567,0,28,0,32335,34075,10400,0.1142663043,-0.29435,1,1.57278211e-032,131,2,3,461.0400862,2,136.8102295,diffusion,231275,2,126150,28,0,94,2,3,0,1,28
484,0,484,0,0,28,0,10150,48720,11900,0,0,0,0,133,0,1,0,0,0,none,0,0,0,28,0,96,0,1,0,1,28
485,1,485,0,29,29,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
486,1,486,0,29,29,0,24940,17110,300,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
487,1,487,290,29,29,0,6380,30305,1300,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
488,1,488,290,9,29,1,25230,15370,2100,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
489,0,489,0,0,29,0,26245,25085,2400,0,0,0,0,1700,0,1,0,0,0,none,0,0,0,29,0,1573,0,1,1,1,29
490,1,490,145,29,29,0,21460,24940,3000,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
491,1,491,145,1,29,1,24650,20590,3100,0.0006813769072,0.01123367414,0.9805112066,3.924084434e-009,50,21,22,91.43728093,21,18.24428787,immobile,15017.85714,21,3290.247649,28,1,20,185,186,0,9,0
492,1,492,0,22,29,1,33205,38570,5000,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
493,1,493,145,1,29,1,41760,31610,5300,0.00661541762,0.07137434211,0.9960369074,3.489526139e-007,18,6,7,245.5883768,6,90.8924447,immobile,101620.8333,6,56784.80189,28,1,11,105,106,0,7,0
494,1,494,145,18,29,0,7395,37265,5300,0.02791234096,0.06305378406,0.9733610536,5.57784558e-006,76,33,34,333.7355054,33,42.84126809,diffusion,170111.3636,33,35946.21561,11,0,39,33,34,0,1,11
495,1,495,0,9,29,1,18415,33785,7400,0.000752325455,0.003921993612,0.9991292672,5.407930037e-011,4,75,76,44.60406444,75,8.462272475,immobile,7288.666667,75,1466.101828,20,1,3,297,298,0,7,0
496,1,496,780.848897,1,29,0,29290,28565,9900,0.01279782609,0.180815,0.7601420875,0.0002393396342,132,4,5,434.663458,4,162.4155455,diffusion,268068.75,4,127421.1563,28,0,95,4,5,0,1,28
497,1,497,597.8503157,1,29,0,32625,34220,9900,0.1142663043,-0.29435,1,1.57278211e-032,131,2,3,461.0400862,2,136.8102295,diffusion,231275,2,126150,28,0,94,2,3,0,1,28
498,0,498,0,0,29,0,10150,49155,11800,0,0,0,0,135,0,1,0,0,0,none,0,0,0,29,0,98,0,1,0,1,29
499,0,499,0,0,29,0,10150,49010,12000,0,0,0,0,134,0,1,0,0,0,none,0,0,0,29,0,97,0,1,0,1,29
500,1,500,0,30,30,0,0,0,0,0,0,nan,0,1,780,781,0,780,0,immobile,0,780,0,0,0,1,780,781,0,1,0
501,1,501,0,30,30,0,24940,17110,300,0.0005401679842,0.006689772727,0.9968588652,2.046358686e-010,24,38,39,58.16270789,38,12.75869652,immobile,9405.921053,38,2200.034437,0,0,12,562,563,0,11,0
502,0,502,0,0,30,0,40310,32770,800,0,0,0,0,1702,0,1,0,0,0,none,0,0,0,30,0,1575,0,1,1,1,30
503,1,503,324.2298567,30,30,0,6380,30595,1400,0.05384488203,-0.07533127962,0.9880917706,8.787957122e-006,38,34,35,403.9562106,34,40.40386488,diffusion,217052.2059,34,40994.11872,0,0,14,34,35,0,1,0
504,1,504,324.2298567,10,30,1,25230,15660,1800,0.000681136235,0.04271130694,0.5042491956,2.591799805e-007,40,23,24,194.4498345,23,21.02384413,immobile,47534.78261,23,8986.249204,20,1,15,53,54,0,4,0
505,0,505,0,0,30,0,26245,23490,2600,0,0,0,0,137,0,1,0,0,0,none,0,0,0,30,0,100,149,150,0,7,30
506,1,506,0,30,30,0,21460,25085,2900,0.0008821597391,0.001290979585,0.9985460576,1.148292532e-010,46,81,82,33.70520905,81,7.119793631,immobile,5191.358025,81,1140.327611,0,0,19,132,133,0,3,0
507,1,507,145,2,30,1,24650,20445,3100,0.0006813769072,0.01123367414,0.9805112066,3.924084434e-009,50,21,22,91.43728093,21,18.24428787,immobile,15017.85714,21,3290.247649,28,1,20,185,186,0,9,0
508,0,508,0,0,30,0,31610,12760,4500,0,0,0,0,1701,0,1,0,0,0,none,0,0,0,30,0,1574,0,1,1,1,30
509,1,509,0,23,30,1,33205,38570,4900,0.001024397773,0.002446893767,0.9986337273,1.665736417e-010,36,71,72,47.46736478,71,8.577394122,immobile,7403.169014,71,1405.09841,7,1,13,96,97,0,3,0
